,text,sentiment
2212,..@facebook founder @MarkZuckerberg attacks @apple boss @TimCook over 'ridiculous' comments about ads http://t.co/fNKDDbfLzV,-1
2213,"RT @_Jamelia_: Dude, @apple is all over the marketing for beats. They have a great marketing team at apple.",1
2214,Foreign Currency Exchange May Be A Headwind For Apple (AAPL) http://t.co/rMPiMkvLsH #AAPL,0
2215,"@ATTCares @senisbs Wireless Family Share plan, one line upgrade just killed my discount. Not sure it was mentioned on @Apple pre-order page.",-1
2216,#AAPL RT @cue: Proud to be part of #HourofCode next week. Events at Apple retail stores around the world. http://t.co/ag2ki1ZDVf,1
2219,itunes is awful &amp; is ruining my life fix your shit @apple,-1
2220,"Buyer's Guide: Deals on MacBook Air, Retina MacBook Pro, iPads, Apple Accessories, and More [Mac Blog] http://t.co/EAC2nK1Nkk #AAPL",0
2221,"#Forget @Apple [#Apple]'s #iPhone and @SamsungMobileUS #Samsung's Galaxy, the #humble flip phone is back. (#Frid... http://t.co/6CiLI9sCw6",-1
2222,"Apple Inc. price at close, December 05, 2014, is 114.9801. #apple #AAPL",0
2223,#AAPL:Why can't Apple meet demand for the iPhone 6?...http://t.co/200wqsCPaG,-1
2224,"had soo many iPhones and never had a problem, smashed 2 screens in 3 months with this 6 @apple u can suck my balls",-1
2225,Will Apple Pay Consumers $1 Billion For Deleting Their Music? http://t.co/BWtOE7mAo5 #AAPL,0
2226,"RT @taraluv_: had soo many iPhones and never had a problem, smashed 2 screens in 3 months with this 6 @apple u can suck my balls",-1
2227,Is there ever going to be a moment y'all are going to fix the battery? Mine goes from 100% to 22% in an hour. @apple,-1
2228,The power of @Apple 's strong branding and store design in one photo http://t.co/Xsjk3LV0ei via @qz.  Article: http://t.co/eDjJ9R61yE,0
2229,Sorry @samsung but I will be taking my smartphone talents over to @Apple. The iphone 6 is more reliable &amp; is better for everyday usage.,1
2230,"#Why #can't @Apple [#Apple] meet demand for the #iPhone6?. (#Friday, 5 #December) http://t.co/dCKe05pVa4",-1
2231,"So, Which #PromoProduct suppliers carry brandable @Apple compliant adapters? #HeadsAreGoingToRoll",0
2232,"Early Apple Employee Bill Fernandez Shares Details on Steve Jobs, Creation of the Apple II, and More http://t.co/hv7TfDUIm9 #AAPL",0
2233,"RT @DannyRosin: So, Which #PromoProduct suppliers carry brandable @Apple compliant adapters? #HeadsAreGoingToRoll",0
2234,"@Apple Maps, where is the #FAUSTADIUM ? @floridaatlantic
@fauathletics #fau #bocaraton #floridaatlantic #floridaa... http://t.co/TvvYCwNprw",0
2235,Paid $20 for a new 5 charger and couldn't  b more pissed about it... this is rape @apple,-1
2236,@Apple my wifi is on &amp; working on everything else but my ipad. i'm so pissed. TWO DAYS it's been like this! GET IT TOGETHER #Apple,-1
2237,@DannyRosin @Apple It will be interesting to watch how/if this is resolved.,0
2238,"@brandivatemktg @Apple - Integrity cures most evils. #MFi, in this case, will too!",0
2239,@DannyRosin @Apple Agreed!,0
2240,"#AAPL:Pale, hoarse Steve Jobs defends Apple in videotaped deposition in iPod...http://t.co/SNmpSx4TDo",0
2241,OR @phone OR @apple I FUCKING HATE YHIS OHONE OMG IM SO EMBARRASSED,-1
2242,Why can't Apple meet demand for the iPhone 6? #AAPL http://t.co/niSTjt22ql,-1
2243,"Wow, @Uber's $40B+ valuation would rank it No. 11 in Silicon Valley, behind the likes of @Apple, @Google, @facebook http://t.co/nLFvUJ2Ry7",0
2245,Dear @apple bring my phone quicker,0
2246,"IE, Chrome, and Firefox all now have public feature roadmaps...come on, @apple Safari!  Feel free to fork http://t.co/rmkflGk5ZH",-1
2247,morning or should I say evening now that @apple replaced my crimped cord! http://t.co/xoaFbFKqTL,-1
2248,"@jacobrossi yeah, seriously... why doesn't @Apple have one?  Good developer relations I think to have one.",-1
2249,Apple: Facing A Challenge From Google's Android http://t.co/apqD7jWn7B #AAPL,0
2250,My @apple autocorrect changes Muslim to awesome and I'm okay with that,0
2253,jdelaneyxo beta testing the newest @Apple product... The #iSee http://t.co/4hpgNUgOgj,0
2254,hey @apple my 5s keeps glitching :/,-1
2255,Apple Antitrust Case Hangs in the Balance - http://t.co/CaHboVHRje @apple #antitrust #wow #ipod,0
2256,"Why @Apple, @Google, and @Facebook have their own programming languages. | https://t.co/G5NZ0xAeVH #code #analysis #web #tech #nerdup",0
2257,"Hey @Apple, every time you update iTunes you make it worse. And worse. #DontUpdateiTunes",-1
2258,@britt_bumgarner @briannalengy I mean it didn't auto correct so who is really at fault here @apple,-1
2259,@JessicaB515 @britt_bumgarner @Apple fight fight fight,0
2260,@briannalengy @JessicaB515 @Apple apple I'm gonna sue you for thatb,-1
2261,12 Gift Ideas For The Apple Lover Who Has Everything http://t.co/0RTcyLOsAD @apple #technology,0
2262,Every time I change keyboards this come up. Like wtf @apple get your shit together http://t.co/A9cimyYod8,-1
2264,Things are happening @apple,0
2265,BREAKING: #NYC #EricGarnet protestors occupy @Apple story in #NY #ICantBreath 11x  LIVE @Rebelutionary_Z http://t.co/5y1RRbx0SC,0
2266,"@Apple [#Apple]'s #IPhone6Plus captures Christmas at the #White House. (#Friday, 5 #December) http://t.co/pPbHlIRhZZ",0
2267,4.5 min silence #MikeBrown #NYC protesters @Apple store @Stackizshort http://t.co/JceDzlgGuv #EricGarner #ICantBreathe #BlackLivesMatter,0
2268,Steve Jobs Deposition Video Shown in Ongoing iPod Class-Action Lawsuit http://t.co/jhvHYauA1P #AAPL,0
2269,#AAPL:Apple Could Face iPhone 6 Shortages Next Year...http://t.co/0rgAJF8TPX,0
2270,@apple last time I checked I thought I bought a iphone 6 not a slippery ass bar of soap disguised as one. I DIDNT DESERVE THIS,-1
2271,Mark my words @apple wild do away with the iPhone 5c and bring back the 4' iPhone. The 5s is the ultimate form factor. Welcome iPhone mini.,0
2272,"#iPhone6c release date, #rumours and #leaked images: @Apple [#Apple] said to #be working .... (#Friday, 5 #Decem... http://t.co/zX2zMhpnEy",0
2273,#NYC #EricGarner protesters stage 'Die In' @Apple store http://t.co/5y1RRbx0SC LIVE @Rebelutionary_Z #BlackLivesMatters #ShutItDown,0
2274,"The best link of the day on @usemuzli Tech: @facebook CEO Mark Zuckerberg goes after @tim_cook , @Apple -- AppAdvice
http://t.co/cDnZCthRlA",0
2275,@ErnestSzoka super-stoked about the new Only One update! Was hoping @apple would get to it today. Ah well. Great game! Great job!,0
2276,@stackizshort streaming now from @Apple #NYC 5th Ave. store http://t.co/ttUe4ykubs #icantbreathe #EricGarner #Ferguson #thisstopstoday,0
2277,@eliransapir @Apple ok duly noted,0
2278,RT @danielllebaker: Paid $20 for a new 5 charger and couldn't  b more pissed about it... this is rape @apple,-1
2279,"#mkt Final #AAPL #PutCallRatios for Friday, December 5, 2014:  http://t.co/lvK2RfkfBB",0
2280,"Final #AAPL #PutCallRatios for Friday, December 5, 2014 http://t.co/ALiZA7PcqF via Hamzei  $$",0
2281,@apple why isnt the WWA movie on iTunes,0
2282,Protesters in the @Apple store pretty much sums it up. Its like a gravitational pull. Shocked it took this long. Next stop? STARBUCKS!!,-1
2284,"RT @mrushh: hey @apple why is my phone dying when it's on the charger 
ur stuff sucks",-1
2285,"@MrBeagleman @Apple 
If Starbucks shuts down, anon is decimated",0
2286,"RT @B30wu1f2: @MrBeagleman @Apple 
If Starbucks shuts down, anon is decimated",0
2287,I have to be honest. My once great fanaticism for @Apple is turning into an equally great dislike.,-1
2288,"@apple, I really do know my mouse batteries haven't inceased in charge since the last time my mac told me they were low",-1
2289,#chrome needs a fucking update ASAP. Why do @apple and @google play this stupid back n forth shit over software. #letmecreate,-1
2290,"My phone died at 8%, why would you let this happen @apple?",-1
2291,dang this phone fuckin sucks. fuck you @apple!!! piece of shit iPhone man. y'all disappoint me.,-1
2292,Safari just crashed on me and I didn't have any tabs open wtf @apple,-1
2294,Hey @apple how about you guys make a charger that lasts more than 2 fucking weeks,-1
2295,@MrBeagleman @Kronykal @Apple That coffee's not even fair trade!,-1
2296,"@apple emojis en mac, pleaaaase! :(((",-1
2299,got some stuff @apple store &amp; @macys for men #FashionShowMakl,1
2301,RT @Metzzler: Hey @apple how about you guys make a charger that lasts more than 2 fucking weeks,-1
2304,Man the @ESPN3 app on @apple TV is some hot garbage.,-1
2305,Had a job interview?No idea how to be @apple specialist in #students need teachers! It's a #humanrights issue http://t.co/VUs4pbszHw @DrArik,0
2306,"Just trying to buy a charger at @apple! #protest #nyc #wecantbreathe #5thave @ Apple Store, Fifth Avenue http://t.co/2WajgyBxED",0
2307,"If you have an iPad 2, DON'T update it to iOS8, it's buggy and slow! #apple @apple",-1
2308,Id appreciate a 3-way FaceTime feature @apple,0
2309,@Apple fix your ios8 garbage software mix in an update ASAP,-1
2310,WHAT THE HELL @apple,-1
2311,Cyndi Lauper and Cinna- my big ask* phone on TV @apple #iphone6plus @ Rockefeller Center http://t.co/xk2u5vzaBE,0
2312,"#UBS #Increases @Apple [#Apple]'s #iPhone6 Sales, #Revenue And EPS. (#Friday, 5 #December) http://t.co/5eDlBX0iSE",0
2313,"CGK had laptop prob today.  @apple  Local #, useless. Tech support, useless. 1 hr at Genius Bar, useless.  Buy a PC next time?",-1
2314,@Cleosbaby64 @Apple @stackizshort Thank You Good Coverage W/ NoFear,1
2315,RT @FullCircleOne: @Cleosbaby64 @Apple @stackizshort Thank You Good Coverage W/ NoFear,1
2316,@fullcircleone ThanX! Big @Apple ThanX goes 2 @stackizshort &amp; @Rebelutionary_Z on the ground #Ferguson2NYC #BlackLivesMatter #ICantBreathe,1
2317,@Cleosbaby64 @Apple @stackizshort @Rebelutionary_Z Have NoFear,0
2318,"#AAPL:Apple Loop: iPhone 6S Rumors, The Myth Of Steve Job's Garage, iPhone 6...http://t.co/GwQ3JqikZd",0
2319,"the silicone on my case is peeling, wtf @apple",-1
2320,We need more products like .@Aviate Companies like .@BlackBerry &amp; .@Apple need to embrace the customization of quality themes.,0
2321,"Y'all petty as hell, @Apple...",-1
2323,"@apple http://t.co/rOyOwjfiW5 What a nice piece of crap you've created. Great job. Pay more, get less, #crapple #fail",-1
2327,fuck u @apple,-1
2328,@tim_cook @therealjonyive #iosissues @ios8problems @Apple More issues. Now safari. I want jobs quality control back. http://t.co/W2754JV0dI,-1
2329,Since when did @apple stop replacing iPhone units due to defect? Just because I have some scratches on my phone doesn't mean I dropped it.,-1
2330,@AppleOfficialll @apple on hold 45 minutes 2 update credit 4 2 yr old to watch sleeping Beauty,0
2331,@apple on hold 56 min....,-1
2332,"@surface @apple @Microsoft at last it is good to see competition heating up, great for consumers. http://t.co/K1U91LyamY",0
2334,My phone is plugged in and losing battery. Thanks @apple,-1
2335,@tim_cook someone anyone 2 help @apple,0
2336,@5SOS OMG THIS WOULD ACTUALLY BE A RLLY CUTE EMOJI @apple,0
2337,"Hitting below the belt! @Apple 'deleted' rivals' music from iPods, court hears. http://t.co/QiyqAukvc1 #musicnews",-1
2338,"@marxculture @AppleUK_ @Apple ugh, I'm no longer a dev, remember? I now wear a suit. Oh wait, I don't like suits :) Yeh I'll probly do it...",0
2339,Ha ha @NY1 just reported that the 'lie in' at @apple was more organized then the normal big crowds that they're use to #ShutItDown,-1
2341,Apple Inc. To Expand Retail In India http://t.co/OKI5uOW7au #AAPL,0
2342,i went from @Samsungtweets to @apple #overnight #whathappened,0
2343,@apple DUCK OFF,-1
2344,HOW TF DO U EVEN GET LASAGNA AND LARYNGITIS MIXED UP WTF @apple,-1
2345,@apple @stevejobs @iTunesMusic yooo fam it's been 48 hours where's my email back I need that @JColeNC album when it drops,-1
2346,"@apple BS that US-purchased iPhone 5 not covered by battery replacement program (https://t.co/LUWqKtRW1g) in India. Arbitrary, unfair. Fix!",-1
2347,Even the @Apple #NYC flagship store wasn't spared a visit from the #EricGarner protests @verge: http://t.co/xEuDG7rAN7,0
2348,Protestors taking over an @apple store.  Really?  Can't find a government office or something that will make change.,-1
2352,"RT @jamisonfoser Hi @Apple please kill iTunes with fire and start over,",0
2353,"@apple what is my iPhone not know the difference between too, two &amp; to",-1
2354,MY LAPTOP WONT FUCJING TURN ON OR CHARGE I DIDNG PAY 10000000000 FOR THIS @APPLE,-1
2355,AFP requests to Apple reveal 'get a warrant' pushback http://t.co/7zH5iMaGow @zdnetaustralia @Apple are #tax #evaders ripping off Aussies,0
2356,@Apple YH News Apple's antitrust lawsuit may not have any plaintiffs: The lawyer suing Apple for antitrust may...  http://t.co/hNuWafq0sI,0
2357,"#apple - #Samsung back in courts
@Apple 
@SamsungMobile http://t.co/7sbfUaH5gx",0
2358,YO YOU AINT SHIT @apple,-1
2359,my calls wit amanda keep ending @apple fix urself,-1
2360,RT @lukesmut: my calls wit amanda keep ending @apple fix urself,-1
2361,"#apple to expand #retail in #India by opening 500 new stores.

@Apple http://t.co/rzhMzoQE1v",0
2362,"#apple to expand #retail in #India by opening 500 new stores.

@apple http://t.co/XNuYh1bhWB",1
2364,@Jman98jlb @San0529 my phone does it automatically for some reason. Kinda dumb. Thanks @Apple,-1
2366,I can't queue songs on an iPhone @apple @timcook #FixIt,-1
2369,@daviddavidw @AugustSmartLock you know what #sucks ? @apple stores have had these locks weeks before many who preordered. #smh,-1
2371,@OneRepublic @Apple Working hard for album 4,0
2372,I'm still mad @apple,-1
2373,@tehhGOAT @Apple do you by accident have me blocked or?,-1
2374,You'd think safari would work well since it's an apple product but no it's been freezing constantly. Such crap products @apple,-1
2375,Khloe Kardashian has a black iPhone 6 but I still don't have mine???... @Apple whats going on huh? picking favorites? you biased fucks,-1
2376,Real tired of my charger breaking every month @Apple,-1
2377,RT @paisley_smithh: Real tired of my charger breaking every month @Apple,-1
2378,@apple fix os x please.,-1
2379,Can we have 3-way calling on FaceTime calls and the ability to move between devices seamlessly @Apple @TimCook @God,0
2380,"Thanks!!!, RT @axolROSE: Can we have 3-way calling on FaceTime calls and the ability to move between devices seamlessly @Apple @TimCook @God",0
2381,#OVER fab photo edit app @Apple http://t.co/oOMLujFr9z,0
2382,"Like, once I pick up a call on my dying iPad, I want to be able to switch it to my MacBook before my iPad.. @apple @timcook @god",0
2385,My messages aren't sending...@apple tf is going on,-1
2386,#AAPL:Corrupt Apple exec sentenced to 1 year in prison...http://t.co/uCQYyBqrgM,-1
2387,Follow all developments in the #AAPL DRM trial that is finally underway. https://t.co/W9mVJwhtNQ,0
2388,@apple #apple corporate raiders selling weak products that stop working within weeks&amp;apple gets out of warranty by claiming dampness,-1
2389,RT @swerviinnn: My messages aren't sending...@apple tf is going on,-1
2390,@apple I think Steve Jobs would have been proud. #ICantBreathe http://t.co/PKKmKyLSPt,1
2391,it's not even programs i use @apple http://t.co/eND84phugU,0
2392,@swerviinnn @Apple maybe stop being a whore for once and sleep,-1
2393,@swerviinnn @Apple clearly its a sign they doing u a favor,0
2394,my notifications are so messed up thank u @apple,-1
2395,"@jimmymujaj @Apple it works again fucker, not being a hoe if it's only one person SMD",-1
2396,@swerviinnn @Apple multiply by 100,0
2397,@swerviinnn @Apple you are very hostile tn,-1
2399,"@Google, @Apple @Unilever are the world's most in-demand employers @LinkedIn",1
2400,@applenws @Apple @AppleProducts Ok yall need to reverse my phone back to iOS 7 bc I can't do this anymore,-1
2402,"Hey @Apple - hundreds of  black, white, brown, yellow #EricGarner protestors bum-rushed yo store to stage a Die-In &amp; nothing was stolen. Xo",0
2403,@DustynMichael got enough @apple  products? http://t.co/nts3ebIxAL,0
2404,Frustrated after unsuccessfully trying to fix outgoing SMTP configuration. &lt;3 @Apple but this is unacceptable #YosemiteProblems #apple #help,-1
2405,@abbey_ivey here ask my friends @ @apple,0
2406,@itsblaney hey @Apple why is this happening to my phone,-1
2407,#AAPL:Steve Jobs Gives Posthumous Testimony In Apple Trial...http://t.co/dZugalT158,0
2408,@Apple I'm so done with your products like what kind of a FaceTime call is this @AppStore http://t.co/lxKI8qrlc1,-1
2409,THE WORLD'S FIRST MURDER VIA FACETIME THANK YOU FOR THIS INNOVATION @Apple http://t.co/Rz8es3q3fj,-1
2410,RT @ehsonakbary: THE WORLD'S FIRST MURDER VIA FACETIME THANK YOU FOR THIS INNOVATION @Apple http://t.co/Rz8es3q3fj,-1
